A System View of Communications: From Signals to Packets (Part 3),media/course/image/eae8c83b-6d58-4537-a254-b3718f7d0ff7-a9c0b369c924.jpg,2BBEE56,50,course-v1:HKUSTx+ELEC1200.3x+3T2020,HKUSTx+ELEC1200.3x,HKUSTx
A Hands-on Introduction to Engineering Simulations,media/course/image/90a15103-767d-42ca-ba2f-6f4c892d6f4c-2222edeb0de6.jpg,A95601F,199,course-v1:CornellX+ENGR2000X+1T2018,CornellX+ENGR2000X,CornellX
Energy Within Environmental Constraints,media/course/image/3ee3be46-26a9-4594-bd90-1a91386c534a-ccf0b9afbb2c.jpg,669146F,99,course-v1:HarvardX+ENGSCI137x+1T2020,HarvardX+ENGSCI137x,HarvardX
DO Your Venture: Entrepreneurship For Everyone,media/course/image/e4b830e5-c132-45dc-a026-cd419c7133fc-de4e8e08646a.jpg,009CA20,150,course-v1:IIMBx+EP101x+3T2019a,IIMBx+EP101x,IIMBx
Justice,media/course/image/b7d37bb2-5f79-4792-89e0-cf5ec68203f9-ad98268b4db1.jpg,D41A251,99,course-v1:HarvardX+ER22.1x+1T2020,HarvardX+ER22.1x,HarvardX
Justice,media/course/image/b7d37bb2-5f79-4792-89e0-cf5ec68203f9-ad98268b4db1.jpg,55CEE9A,99,course-v1:HarvardX+ER22.1x+2T2020,HarvardX+ER22.1x,HarvardX
Solar Energy,media/course/image/f7cb17f3-440d-4a25-8c5f-01c613d182e0-36f33037c143.jpg,1ED3F94,50,course-v1:DelftX+ET3034x+2T2018,DelftX+ET3034x,DelftX
Smart Cities,media/course/image/5e67f8c2-7489-49e6-9e32-a296c0aaff91-4ab6cc2c8eb1.jpg,1B9EC41,169,course-v1:ETHx+ETHx-FC-03x+2T2017,ETHx+ETHx-FC-03x,ETHx
Unlocking Your Employability,media/course/image/c632341c-69df-404c-98dc-5558edeff086-8a0b88b017e2.jpg,7589F32,59,course-v1:UQx+Employ101x+1T2020,UQx+Employ101x,UQx
Entrepreneurial Opportunities,media/course/image/98f8ae58-db35-4098-b9d0-1f31f7a0d36c-5136f6cb4bff.jpg,B45F9A3,50,course-v1:AdelaideX+Entrep101X+1T2018,AdelaideX+Entrep101X,AdelaideX
Future Cities,media/course/image/f9b1916f-8e27-4357-a94b-7a292ca95d40-f7a4549681b9.jpg,122C8E1,169,course-v1:ETHx+FC-01x+2016_T2,ETHx+FC-01x,ETHx
Quality of Life: Livability in Future Cities,media/course/image/bfb22790-ad70-404f-bed2-b6adf0a9f5b2-77e4352d2765.jpg,18AD676,169,course-v1:ETHx+FC-02x+2T2016,ETHx+FC-02x,ETHx
Corporate Finance,media/course/image/4dc670b3-4bdc-443e-9c62-862146f79877-11d6da5daace.png,1E56B30,150,course-v1:IIMBx+FC101x+2T2020,IIMBx+FC101x,IIMBx
